Istasyon_No,Istasyon_Adi,YIL,AY,ORTALAMA_SICAKLIK_°C,İl,Enlem,Boylam,datetime
17310,Alanya,1981,10,21.9,Antalya,36.5507,31.9803,1981-10-01
17310,Alanya,1981,11,14.9,Antalya,36.5507,31.9803,1981-11-01
17310,Alanya,1981,12,14.5,Antalya,36.5507,31.9803,1981-12-01
17310,Alanya,1982,1,12.6,Antalya,36.5507,31.9803,1982-01-01
17310,Alanya,1982,2,10.3,Antalya,36.5507,31.9803,1982-02-01
17310,Alanya,1982,3,12.1,Antalya,36.5507,31.9803,1982-03-01
17310,Alanya,1982,4,16.5,Antalya,36.5507,31.9803,1982-04-01
17310,Alanya,1982,5,20.1,Antalya,36.5507,31.9803,1982-05-01
17310,Alanya,1982,6,23.4,Antalya,36.5507,31.9803,1982-06-01
17310,Alanya,1982,7,25.9,Antalya,36.5507,31.9803,1982-07-01
17310,Alanya,1982,8,26.7,Antalya,36.5507,31.9803,1982-08-01
17310,Alanya,1982,9,25.5,Antalya,36.5507,31.9803,1982-09-01
17310,Alanya,1982,10,21.1,Antalya,36.5507,31.9803,1982-10-01
17310,Alanya,1982,11,14.7,Antalya,36.5507,31.9803,1982-11-01
17310,Alanya,1982,12,11.9,Antalya,36.5507,31.9803,1982-12-01
17310,Alanya,1983,1,9.2,Antalya,36.5507,31.9803,1983-01-01
17310,Alanya,1983,2,10.0,Antalya,36.5507,31.9803,1983-02-01
17310,Alanya,1983,3,12.3,Antalya,36.5507,31.9803,1983-03-01
17310,Alanya,1983,4,16.0,Antalya,36.5507,31.9803,1983-04-01
17310,Alanya,1983,5,20.2,Antalya,36.5507,31.9803,1983-05-01
17310,Alanya,1983,6,23.2,Antalya,36.5507,31.9803,1983-06-01
17310,Alanya,1983,7,26.2,Antalya,36.5507,31.9803,1983-07-01
17310,Alanya,1983,8,26.2,Antalya,36.5507,31.9803,1983-08-01
17310,Alanya,1983,9,24.2,Antalya,36.5507,31.9803,1983-09-01
17310,Alanya,1983,10,19.6,Antalya,36.5507,31.9803,1983-10-01
17310,Alanya,1983,11,17.1,Antalya,36.5507,31.9803,1983-11-01
17310,Alanya,1983,12,13.8,Antalya,36.5507,31.9803,1983-12-01
17310,Alanya,1984,1,12.6,Antalya,36.5507,31.9803,1984-01-01
17310,Alanya,1984,2,12.9,Antalya,36.5507,31.9803,1984-02-01
17310,Alanya,1984,3,14.1,Antalya,36.5507,31.9803,1984-03-01
17310,Alanya,1984,4,15.6,Antalya,36.5507,31.9803,1984-04-01
17310,Alanya,1984,5,20.5,Antalya,36.5507,31.9803,1984-05-01
17310,Alanya,1984,6,23.7,Antalya,36.5507,31.9803,1984-06-01
17310,Alanya,1984,7,26.5,Antalya,36.5507,31.9803,1984-07-01
17310,Alanya,1984,8,25.7,Antalya,36.5507,31.9803,1984-08-01
17310,Alanya,1984,9,24.5,Antalya,36.5507,31.9803,1984-09-01
17310,Alanya,1984,10,21.1,Antalya,36.5507,31.9803,1984-10-01
17310,Alanya,1984,11,15.6,Antalya,36.5507,31.9803,1984-11-01
17310,Alanya,1984,12,11.7,Antalya,36.5507,31.9803,1984-12-01
17310,Alanya,1985,1,12.8,Antalya,36.5507,31.9803,1985-01-01
17310,Alanya,1985,2,9.7,Antalya,36.5507,31.9803,1985-02-01
17310,Alanya,1985,3,13.4,Antalya,36.5507,31.9803,1985-03-01
17310,Alanya,1985,4,16.6,Antalya,36.5507,31.9803,1985-04-01
17310,Alanya,1985,5,21.0,Antalya,36.5507,31.9803,1985-05-01
17310,Alanya,1985,6,23.8,Antalya,36.5507,31.9803,1985-06-01
17310,Alanya,1985,7,26.6,Antalya,36.5507,31.9803,1985-07-01
17310,Alanya,1985,8,27.7,Antalya,36.5507,31.9803,1985-08-01
17310,Alanya,1985,9,25.4,Antalya,36.5507,31.9803,1985-09-01
17310,Alanya,1985,10,19.3,Antalya,36.5507,31.9803,1985-10-01
17310,Alanya,1985,11,17.1,Antalya,36.5507,31.9803,1985-11-01
17310,Alanya,1985,12,12.9,Antalya,36.5507,31.9803,1985-12-01
17310,Alanya,1986,1,12.2,Antalya,36.5507,31.9803,1986-01-01
17310,Alanya,1986,2,13.2,Antalya,36.5507,31.9803,1986-02-01
17310,Alanya,1986,3,14.7,Antalya,36.5507,31.9803,1986-03-01
17310,Alanya,1986,4,18.3,Antalya,36.5507,31.9803,1986-04-01
17310,Alanya,1986,5,19.7,Antalya,36.5507,31.9803,1986-05-01
17310,Alanya,1986,6,24.4,Antalya,36.5507,31.9803,1986-06-01
17310,Alanya,1986,7,26.7,Antalya,36.5507,31.9803,1986-07-01
17310,Alanya,1986,8,27.5,Antalya,36.5507,31.9803,1986-08-01
17310,Alanya,1986,9,25.9,Antalya,36.5507,31.9803,1986-09-01
17310,Alanya,1986,10,21.4,Antalya,36.5507,31.9803,1986-10-01
17310,Alanya,1986,11,15.4,Antalya,36.5507,31.9803,1986-11-01
17310,Alanya,1986,12,12.9,Antalya,36.5507,31.9803,1986-12-01
17310,Alanya,1987,1,12.7,Antalya,36.5507,31.9803,1987-01-01
17310,Alanya,1987,2,13.4,Antalya,36.5507,31.9803,1987-02-01
17310,Alanya,1987,3,11.1,Antalya,36.5507,31.9803,1987-03-01
17310,Alanya,1987,4,15.3,Antalya,36.5507,31.9803,1987-04-01
17310,Alanya,1987,5,18.6,Antalya,36.5507,31.9803,1987-05-01
17310,Alanya,1987,6,23.4,Antalya,36.5507,31.9803,1987-06-01
17310,Alanya,1987,7,26.9,Antalya,36.5507,31.9803,1987-07-01
17310,Alanya,1987,8,27.2,Antalya,36.5507,31.9803,1987-08-01
17310,Alanya,1987,9,25.1,Antalya,36.5507,31.9803,1987-09-01
17310,Alanya,1987,10,20.4,Antalya,36.5507,31.9803,1987-10-01
17310,Alanya,1987,11,15.4,Antalya,36.5507,31.9803,1987-11-01
17310,Alanya,1987,12,12.6,Antalya,36.5507,31.9803,1987-12-01
17310,Alanya,1988,1,12.1,Antalya,36.5507,31.9803,1988-01-01
17310,Alanya,1988,2,11.8,Antalya,36.5507,31.9803,1988-02-01
17310,Alanya,1988,3,12.7,Antalya,36.5507,31.9803,1988-03-01
17310,Alanya,1988,4,16.2,Antalya,36.5507,31.9803,1988-04-01
17310,Alanya,1988,5,20.6,Antalya,36.5507,31.9803,1988-05-01
17310,Alanya,1988,6,24.4,Antalya,36.5507,31.9803,1988-06-01
17310,Alanya,1988,7,28.6,Antalya,36.5507,31.9803,1988-07-01
17310,Alanya,1988,8,28.1,Antalya,36.5507,31.9803,1988-08-01
17310,Alanya,1988,9,25.7,Antalya,36.5507,31.9803,1988-09-01
17310,Alanya,1988,10,20.2,Antalya,36.5507,31.9803,1988-10-01
17310,Alanya,1988,11,13.5,Antalya,36.5507,31.9803,1988-11-01
17310,Alanya,1988,12,12.6,Antalya,36.5507,31.9803,1988-12-01
17310,Alanya,1989,1,9.6,Antalya,36.5507,31.9803,1989-01-01
17310,Alanya,1989,2,11.1,Antalya,36.5507,31.9803,1989-02-01
17310,Alanya,1989,3,14.3,Antalya,36.5507,31.9803,1989-03-01
17310,Alanya,1989,4,18.8,Antalya,36.5507,31.9803,1989-04-01
17310,Alanya,1989,5,21.2,Antalya,36.5507,31.9803,1989-05-01
17310,Alanya,1989,6,23.6,Antalya,36.5507,31.9803,1989-06-01
17310,Alanya,1989,7,27.1,Antalya,36.5507,31.9803,1989-07-01
17310,Alanya,1989,8,27.3,Antalya,36.5507,31.9803,1989-08-01
17310,Alanya,1989,9,25.1,Antalya,36.5507,31.9803,1989-09-01
17310,Alanya,1989,10,20.0,Antalya,36.5507,31.9803,1989-10-01
17310,Alanya,1989,11,16.3,Antalya,36.5507,31.9803,1989-11-01
17310,Alanya,1989,12,12.9,Antalya,36.5507,31.9803,1989-12-01
17310,Alanya,1990,1,10.3,Antalya,36.5507,31.9803,1990-01-01
17310,Alanya,1990,2,12.0,Antalya,36.5507,31.9803,1990-02-01
17310,Alanya,1990,3,13.9,Antalya,36.5507,31.9803,1990-03-01
17310,Alanya,1990,4,16.9,Antalya,36.5507,31.9803,1990-04-01
17310,Alanya,1990,5,20.5,Antalya,36.5507,31.9803,1990-05-01
17310,Alanya,1990,6,23.8,Antalya,36.5507,31.9803,1990-06-01
17310,Alanya,1990,7,27.1,Antalya,36.5507,31.9803,1990-07-01
17310,Alanya,1990,8,26.7,Antalya,36.5507,31.9803,1990-08-01
17310,Alanya,1990,9,24.9,Antalya,36.5507,31.9803,1990-09-01
17310,Alanya,1990,10,21.6,Antalya,36.5507,31.9803,1990-10-01
17310,Alanya,1990,11,17.2,Antalya,36.5507,31.9803,1990-11-01
17310,Alanya,1990,12,13.6,Antalya,36.5507,31.9803,1990-12-01
17310,Alanya,1991,1,11.3,Antalya,36.5507,31.9803,1991-01-01
17310,Alanya,1991,2,11.6,Antalya,36.5507,31.9803,1991-02-01
17310,Alanya,1991,3,14.9,Antalya,36.5507,31.9803,1991-03-01
17310,Alanya,1991,4,17.5,Antalya,36.5507,31.9803,1991-04-01
17310,Alanya,1991,5,19.6,Antalya,36.5507,31.9803,1991-05-01
17310,Alanya,1991,6,24.2,Antalya,36.5507,31.9803,1991-06-01
17310,Alanya,1991,7,27.0,Antalya,36.5507,31.9803,1991-07-01
17310,Alanya,1991,8,28.1,Antalya,36.5507,31.9803,1991-08-01
17310,Alanya,1991,9,26.3,Antalya,36.5507,31.9803,1991-09-01
17310,Alanya,1991,10,21.8,Antalya,36.5507,31.9803,1991-10-01
17310,Alanya,1991,11,16.0,Antalya,36.5507,31.9803,1991-11-01
17310,Alanya,1991,12,11.5,Antalya,36.5507,31.9803,1991-12-01
17310,Alanya,1992,1,10.4,Antalya,36.5507,31.9803,1992-01-01
17310,Alanya,1992,2,8.4,Antalya,36.5507,31.9803,1992-02-01
17310,Alanya,1992,3,11.7,Antalya,36.5507,31.9803,1992-03-01
17310,Alanya,1992,4,15.6,Antalya,36.5507,31.9803,1992-04-01
17310,Alanya,1992,5,19.1,Antalya,36.5507,31.9803,1992-05-01
17310,Alanya,1992,6,23.2,Antalya,36.5507,31.9803,1992-06-01
17310,Alanya,1992,7,26.2,Antalya,36.5507,31.9803,1992-07-01
17310,Alanya,1992,8,28.1,Antalya,36.5507,31.9803,1992-08-01
17310,Alanya,1992,9,25.8,Antalya,36.5507,31.9803,1992-09-01
17310,Alanya,1992,10,22.4,Antalya,36.5507,31.9803,1992-10-01
17310,Alanya,1992,11,16.3,Antalya,36.5507,31.9803,1992-11-01
17310,Alanya,1992,12,10.7,Antalya,36.5507,31.9803,1992-12-01
17310,Alanya,1993,1,10.4,Antalya,36.5507,31.9803,1993-01-01
17310,Alanya,1993,2,9.8,Antalya,36.5507,31.9803,1993-02-01
17310,Alanya,1993,3,12.3,Antalya,36.5507,31.9803,1993-03-01
17310,Alanya,1993,4,16.0,Antalya,36.5507,31.9803,1993-04-01
17310,Alanya,1993,5,19.2,Antalya,36.5507,31.9803,1993-05-01
17310,Alanya,1993,6,24.7,Antalya,36.5507,31.9803,1993-06-01
17310,Alanya,1993,7,27.5,Antalya,36.5507,31.9803,1993-07-01
17310,Alanya,1993,8,28.6,Antalya,36.5507,31.9803,1993-08-01
17310,Alanya,1993,9,25.6,Antalya,36.5507,31.9803,1993-09-01
17310,Alanya,1993,10,24.0,Antalya,36.5507,31.9803,1993-10-01
17310,Alanya,1993,11,16.2,Antalya,36.5507,31.9803,1993-11-01
17310,Alanya,1993,12,14.8,Antalya,36.5507,31.9803,1993-12-01
17310,Alanya,1994,1,13.3,Antalya,36.5507,31.9803,1994-01-01
17310,Alanya,1994,2,12.5,Antalya,36.5507,31.9803,1994-02-01
17310,Alanya,1994,3,14.4,Antalya,36.5507,31.9803,1994-03-01
17310,Alanya,1994,4,18.5,Antalya,36.5507,31.9803,1994-04-01
17310,Alanya,1994,5,21.6,Antalya,36.5507,31.9803,1994-05-01
17310,Alanya,1994,6,25.1,Antalya,36.5507,31.9803,1994-06-01
17310,Alanya,1994,7,27.3,Antalya,36.5507,31.9803,1994-07-01
17310,Alanya,1994,8,28.9,Antalya,36.5507,31.9803,1994-08-01
17310,Alanya,1994,9,27.8,Antalya,36.5507,31.9803,1994-09-01
17310,Alanya,1994,10,24.1,Antalya,36.5507,31.9803,1994-10-01
17310,Alanya,1994,11,15.9,Antalya,36.5507,31.9803,1994-11-01
17310,Alanya,1994,12,12.1,Antalya,36.5507,31.9803,1994-12-01
17310,Alanya,1995,1,12.6,Antalya,36.5507,31.9803,1995-01-01
17310,Alanya,1995,2,13.2,Antalya,36.5507,31.9803,1995-02-01
17310,Alanya,1995,3,14.5,Antalya,36.5507,31.9803,1995-03-01
17310,Alanya,1995,4,16.1,Antalya,36.5507,31.9803,1995-04-01
17310,Alanya,1995,5,21.2,Antalya,36.5507,31.9803,1995-05-01
17310,Alanya,1995,6,26.0,Antalya,36.5507,31.9803,1995-06-01
17310,Alanya,1995,7,28.4,Antalya,36.5507,31.9803,1995-07-01
17310,Alanya,1995,8,28.9,Antalya,36.5507,31.9803,1995-08-01
17310,Alanya,1995,9,26.2,Antalya,36.5507,31.9803,1995-09-01
17310,Alanya,1995,10,21.8,Antalya,36.5507,31.9803,1995-10-01
17310,Alanya,1995,11,14.9,Antalya,36.5507,31.9803,1995-11-01
17310,Alanya,1995,12,13.6,Antalya,36.5507,31.9803,1995-12-01
17310,Alanya,1996,1,11.2,Antalya,36.5507,31.9803,1996-01-01
17310,Alanya,1996,2,13.5,Antalya,36.5507,31.9803,1996-02-01
17310,Alanya,1996,3,13.8,Antalya,36.5507,31.9803,1996-03-01
17310,Alanya,1996,4,16.2,Antalya,36.5507,31.9803,1996-04-01
17310,Alanya,1996,5,22.3,Antalya,36.5507,31.9803,1996-05-01
17310,Alanya,1996,6,25.8,Antalya,36.5507,31.9803,1996-06-01
17310,Alanya,1996,7,28.2,Antalya,36.5507,31.9803,1996-07-01
17310,Alanya,1996,8,28.7,Antalya,36.5507,31.9803,1996-08-01
17310,Alanya,1996,9,25.6,Antalya,36.5507,31.9803,1996-09-01
17310,Alanya,1996,10,20.7,Antalya,36.5507,31.9803,1996-10-01
17310,Alanya,1996,11,18.7,Antalya,36.5507,31.9803,1996-11-01
17310,Alanya,1996,12,15.3,Antalya,36.5507,31.9803,1996-12-01
17310,Alanya,1997,1,13.9,Antalya,36.5507,31.9803,1997-01-01
17310,Alanya,1997,2,11.4,Antalya,36.5507,31.9803,1997-02-01
17310,Alanya,1997,3,13.2,Antalya,36.5507,31.9803,1997-03-01
17310,Alanya,1997,4,14.8,Antalya,36.5507,31.9803,1997-04-01
17310,Alanya,1997,5,21.8,Antalya,36.5507,31.9803,1997-05-01
17310,Alanya,1997,6,25.9,Antalya,36.5507,31.9803,1997-06-01
17310,Alanya,1997,7,29.7,Antalya,36.5507,31.9803,1997-07-01
17310,Alanya,1997,8,27.9,Antalya,36.5507,31.9803,1997-08-01
17310,Alanya,1997,9,26.1,Antalya,36.5507,31.9803,1997-09-01
17310,Alanya,1997,10,21.2,Antalya,36.5507,31.9803,1997-10-01
17310,Alanya,1997,11,17.3,Antalya,36.5507,31.9803,1997-11-01
17310,Alanya,1997,12,13.6,Antalya,36.5507,31.9803,1997-12-01
17310,Alanya,1998,1,12.5,Antalya,36.5507,31.9803,1998-01-01
17310,Alanya,1998,2,13.3,Antalya,36.5507,31.9803,1998-02-01
17310,Alanya,1998,3,13.6,Antalya,36.5507,31.9803,1998-03-01
17310,Alanya,1998,4,18.4,Antalya,36.5507,31.9803,1998-04-01
17310,Alanya,1998,5,21.1,Antalya,36.5507,31.9803,1998-05-01
17310,Alanya,1998,6,26.1,Antalya,36.5507,31.9803,1998-06-01
17310,Alanya,1998,7,29.2,Antalya,36.5507,31.9803,1998-07-01
17310,Alanya,1998,8,30.4,Antalya,36.5507,31.9803,1998-08-01
17310,Alanya,1998,9,26.9,Antalya,36.5507,31.9803,1998-09-01
17310,Alanya,1998,10,23.1,Antalya,36.5507,31.9803,1998-10-01
17310,Alanya,1998,11,18.6,Antalya,36.5507,31.9803,1998-11-01
17310,Alanya,1998,12,14.2,Antalya,36.5507,31.9803,1998-12-01
17310,Alanya,1999,1,13.8,Antalya,36.5507,31.9803,1999-01-01
17310,Alanya,1999,2,13.0,Antalya,36.5507,31.9803,1999-02-01
17310,Alanya,1999,3,14.8,Antalya,36.5507,31.9803,1999-03-01
17310,Alanya,1999,4,17.7,Antalya,36.5507,31.9803,1999-04-01
17310,Alanya,1999,5,22.6,Antalya,36.5507,31.9803,1999-05-01
17310,Alanya,1999,6,26.2,Antalya,36.5507,31.9803,1999-06-01
17310,Alanya,1999,7,29.1,Antalya,36.5507,31.9803,1999-07-01
17310,Alanya,1999,8,29.9,Antalya,36.5507,31.9803,1999-08-01
17310,Alanya,1999,9,26.9,Antalya,36.5507,31.9803,1999-09-01
17310,Alanya,1999,10,23.6,Antalya,36.5507,31.9803,1999-10-01
17310,Alanya,1999,11,18.2,Antalya,36.5507,31.9803,1999-11-01
17310,Alanya,1999,12,15.1,Antalya,36.5507,31.9803,1999-12-01
17310,Alanya,2000,1,10.0,Antalya,36.5507,31.9803,2000-01-01
17310,Alanya,2000,2,11.8,Antalya,36.5507,31.9803,2000-02-01
17310,Alanya,2000,3,13.3,Antalya,36.5507,31.9803,2000-03-01
17310,Alanya,2000,4,17.6,Antalya,36.5507,31.9803,2000-04-01
17310,Alanya,2000,5,21.4,Antalya,36.5507,31.9803,2000-05-01
17310,Alanya,2000,6,26.6,Antalya,36.5507,31.9803,2000-06-01
17310,Alanya,2000,7,28.9,Antalya,36.5507,31.9803,2000-07-01
17310,Alanya,2000,8,29.0,Antalya,36.5507,31.9803,2000-08-01
17310,Alanya,2000,9,27.2,Antalya,36.5507,31.9803,2000-09-01
17310,Alanya,2000,10,22.6,Antalya,36.5507,31.9803,2000-10-01
17310,Alanya,2000,11,19.4,Antalya,36.5507,31.9803,2000-11-01
17310,Alanya,2000,12,14.6,Antalya,36.5507,31.9803,2000-12-01
17310,Alanya,2001,1,13.4,Antalya,36.5507,31.9803,2001-01-01
17310,Alanya,2001,2,12.5,Antalya,36.5507,31.9803,2001-02-01
17310,Alanya,2001,3,17.2,Antalya,36.5507,31.9803,2001-03-01
17310,Alanya,2001,4,18.3,Antalya,36.5507,31.9803,2001-04-01
17310,Alanya,2001,5,21.7,Antalya,36.5507,31.9803,2001-05-01
17310,Alanya,2001,6,25.4,Antalya,36.5507,31.9803,2001-06-01
17310,Alanya,2001,7,28.4,Antalya,36.5507,31.9803,2001-07-01
17310,Alanya,2001,8,29.2,Antalya,36.5507,31.9803,2001-08-01
17310,Alanya,2001,9,26.7,Antalya,36.5507,31.9803,2001-09-01
17310,Alanya,2001,10,22.5,Antalya,36.5507,31.9803,2001-10-01
17310,Alanya,2001,11,15.9,Antalya,36.5507,31.9803,2001-11-01
17310,Alanya,2001,12,13.2,Antalya,36.5507,31.9803,2001-12-01
17310,Alanya,2002,1,11.0,Antalya,36.5507,31.9803,2002-01-01
17310,Alanya,2002,2,14.5,Antalya,36.5507,31.9803,2002-02-01
17310,Alanya,2002,3,15.6,Antalya,36.5507,31.9803,2002-03-01
17310,Alanya,2002,4,17.1,Antalya,36.5507,31.9803,2002-04-01
17310,Alanya,2002,5,21.4,Antalya,36.5507,31.9803,2002-05-01
17310,Alanya,2002,6,25.8,Antalya,36.5507,31.9803,2002-06-01
17310,Alanya,2002,7,29.1,Antalya,36.5507,31.9803,2002-07-01
17310,Alanya,2002,8,28.8,Antalya,36.5507,31.9803,2002-08-01
17310,Alanya,2002,9,26.2,Antalya,36.5507,31.9803,2002-09-01
17310,Alanya,2002,10,22.7,Antalya,36.5507,31.9803,2002-10-01
17310,Alanya,2002,11,18.6,Antalya,36.5507,31.9803,2002-11-01
17310,Alanya,2002,12,13.0,Antalya,36.5507,31.9803,2002-12-01
17310,Alanya,2003,1,14.4,Antalya,36.5507,31.9803,2003-01-01
17310,Alanya,2003,2,11.2,Antalya,36.5507,31.9803,2003-02-01
17310,Alanya,2003,3,13.2,Antalya,36.5507,31.9803,2003-03-01
17310,Alanya,2003,4,17.3,Antalya,36.5507,31.9803,2003-04-01
17310,Alanya,2003,5,23.5,Antalya,36.5507,31.9803,2003-05-01
17310,Alanya,2003,6,26.0,Antalya,36.5507,31.9803,2003-06-01
17310,Alanya,2003,7,29.2,Antalya,36.5507,31.9803,2003-07-01
17310,Alanya,2003,8,29.6,Antalya,36.5507,31.9803,2003-08-01
17310,Alanya,2003,9,26.2,Antalya,36.5507,31.9803,2003-09-01
17310,Alanya,2003,10,23.0,Antalya,36.5507,31.9803,2003-10-01
17310,Alanya,2003,11,18.1,Antalya,36.5507,31.9803,2003-11-01
17310,Alanya,2003,12,14.1,Antalya,36.5507,31.9803,2003-12-01
17310,Alanya,2004,1,12.0,Antalya,36.5507,31.9803,2004-01-01
17310,Alanya,2004,2,12.3,Antalya,36.5507,31.9803,2004-02-01
17310,Alanya,2004,3,15.4,Antalya,36.5507,31.9803,2004-03-01
17310,Alanya,2004,4,17.6,Antalya,36.5507,31.9803,2004-04-01
17310,Alanya,2004,5,21.0,Antalya,36.5507,31.9803,2004-05-01
17310,Alanya,2004,6,25.1,Antalya,36.5507,31.9803,2004-06-01
17310,Alanya,2004,7,28.5,Antalya,36.5507,31.9803,2004-07-01
17310,Alanya,2004,8,28.3,Antalya,36.5507,31.9803,2004-08-01
17310,Alanya,2004,9,26.7,Antalya,36.5507,31.9803,2004-09-01
17310,Alanya,2004,10,23.6,Antalya,36.5507,31.9803,2004-10-01
17310,Alanya,2004,11,17.6,Antalya,36.5507,31.9803,2004-11-01
17310,Alanya,2004,12,13.5,Antalya,36.5507,31.9803,2004-12-01
17310,Alanya,2005,1,12.9,Antalya,36.5507,31.9803,2005-01-01
17310,Alanya,2005,2,12.4,Antalya,36.5507,31.9803,2005-02-01
17310,Alanya,2005,3,15.1,Antalya,36.5507,31.9803,2005-03-01
17310,Alanya,2005,4,17.5,Antalya,36.5507,31.9803,2005-04-01
17310,Alanya,2005,5,21.5,Antalya,36.5507,31.9803,2005-05-01
17310,Alanya,2005,6,25.2,Antalya,36.5507,31.9803,2005-06-01
17310,Alanya,2005,7,28.2,Antalya,36.5507,31.9803,2005-07-01
17310,Alanya,2005,8,28.8,Antalya,36.5507,31.9803,2005-08-01
17310,Alanya,2005,9,26.8,Antalya,36.5507,31.9803,2005-09-01
17310,Alanya,2005,10,21.8,Antalya,36.5507,31.9803,2005-10-01
17310,Alanya,2005,11,15.8,Antalya,36.5507,31.9803,2005-11-01
17310,Alanya,2005,12,14.2,Antalya,36.5507,31.9803,2005-12-01
17310,Alanya,2006,1,11.7,Antalya,36.5507,31.9803,2006-01-01
17310,Alanya,2006,2,12.6,Antalya,36.5507,31.9803,2006-02-01
17310,Alanya,2006,3,14.7,Antalya,36.5507,31.9803,2006-03-01
17310,Alanya,2006,4,18.6,Antalya,36.5507,31.9803,2006-04-01
17310,Alanya,2006,5,21.6,Antalya,36.5507,31.9803,2006-05-01
17310,Alanya,2006,6,25.3,Antalya,36.5507,31.9803,2006-06-01
17310,Alanya,2006,7,28.4,Antalya,36.5507,31.9803,2006-07-01
17310,Alanya,2006,8,28.9,Antalya,36.5507,31.9803,2006-08-01
17310,Alanya,2006,9,26.7,Antalya,36.5507,31.9803,2006-09-01
17310,Alanya,2006,10,22.1,Antalya,36.5507,31.9803,2006-10-01
17310,Alanya,2006,11,16.5,Antalya,36.5507,31.9803,2006-11-01
17310,Alanya,2006,12,13.8,Antalya,36.5507,31.9803,2006-12-01
17310,Alanya,2007,1,12.6,Antalya,36.5507,31.9803,2007-01-01
17310,Alanya,2007,2,13.2,Antalya,36.5507,31.9803,2007-02-01
17310,Alanya,2007,3,15.3,Antalya,36.5507,31.9803,2007-03-01
17310,Alanya,2007,4,17.5,Antalya,36.5507,31.9803,2007-04-01
17310,Alanya,2007,5,22.3,Antalya,36.5507,31.9803,2007-05-01
17310,Alanya,2007,6,26.7,Antalya,36.5507,31.9803,2007-06-01
17310,Alanya,2007,7,29.7,Antalya,36.5507,31.9803,2007-07-01
17310,Alanya,2007,8,29.7,Antalya,36.5507,31.9803,2007-08-01
17310,Alanya,2007,9,27.1,Antalya,36.5507,31.9803,2007-09-01
17310,Alanya,2007,10,23.5,Antalya,36.5507,31.9803,2007-10-01
17310,Alanya,2007,11,17.9,Antalya,36.5507,31.9803,2007-11-01
17310,Alanya,2007,12,14.1,Antalya,36.5507,31.9803,2007-12-01
17310,Alanya,2008,1,11.8,Antalya,36.5507,31.9803,2008-01-01
17310,Alanya,2008,2,12.3,Antalya,36.5507,31.9803,2008-02-01
17310,Alanya,2008,3,16.5,Antalya,36.5507,31.9803,2008-03-01
17310,Alanya,2008,4,18.4,Antalya,36.5507,31.9803,2008-04-01
17310,Alanya,2008,5,21.9,Antalya,36.5507,31.9803,2008-05-01
17310,Alanya,2008,6,27.3,Antalya,36.5507,31.9803,2008-06-01
17310,Alanya,2008,7,30.0,Antalya,36.5507,31.9803,2008-07-01
17310,Alanya,2008,8,30.7,Antalya,36.5507,31.9803,2008-08-01
17310,Alanya,2008,9,27.1,Antalya,36.5507,31.9803,2008-09-01
17310,Alanya,2008,10,23.0,Antalya,36.5507,31.9803,2008-10-01
17310,Alanya,2008,11,19.2,Antalya,36.5507,31.9803,2008-11-01
17310,Alanya,2008,12,14.4,Antalya,36.5507,31.9803,2008-12-01
17310,Alanya,2009,1,13.2,Antalya,36.5507,31.9803,2009-01-01
17310,Alanya,2009,2,13.1,Antalya,36.5507,31.9803,2009-02-01
17310,Alanya,2009,3,14.4,Antalya,36.5507,31.9803,2009-03-01
17310,Alanya,2009,4,18.5,Antalya,36.5507,31.9803,2009-04-01
17310,Alanya,2009,5,21.9,Antalya,36.5507,31.9803,2009-05-01
17310,Alanya,2009,6,27.2,Antalya,36.5507,31.9803,2009-06-01
17310,Alanya,2009,7,29.6,Antalya,36.5507,31.9803,2009-07-01
17310,Alanya,2009,8,29.9,Antalya,36.5507,31.9803,2009-08-01
17310,Alanya,2009,9,26.4,Antalya,36.5507,31.9803,2009-09-01
17310,Alanya,2009,10,23.8,Antalya,36.5507,31.9803,2009-10-01
17310,Alanya,2009,11,18.1,Antalya,36.5507,31.9803,2009-11-01
17310,Alanya,2009,12,15.5,Antalya,36.5507,31.9803,2009-12-01
17310,Alanya,2010,1,14.0,Antalya,36.5507,31.9803,2010-01-01
17310,Alanya,2010,2,14.1,Antalya,36.5507,31.9803,2010-02-01
17310,Alanya,2010,3,16.9,Antalya,36.5507,31.9803,2010-03-01
17310,Alanya,2010,4,19.2,Antalya,36.5507,31.9803,2010-04-01
17310,Alanya,2010,5,22.4,Antalya,36.5507,31.9803,2010-05-01
17310,Alanya,2010,6,26.1,Antalya,36.5507,31.9803,2010-06-01
17310,Alanya,2010,7,28.9,Antalya,36.5507,31.9803,2010-07-01
17310,Alanya,2010,8,31.1,Antalya,36.5507,31.9803,2010-08-01
17310,Alanya,2010,9,28.8,Antalya,36.5507,31.9803,2010-09-01
17310,Alanya,2010,10,23.3,Antalya,36.5507,31.9803,2010-10-01
17310,Alanya,2010,11,20.2,Antalya,36.5507,31.9803,2010-11-01
17310,Alanya,2010,12,16.0,Antalya,36.5507,31.9803,2010-12-01
17310,Alanya,2011,1,13.3,Antalya,36.5507,31.9803,2011-01-01
17310,Alanya,2011,2,13.4,Antalya,36.5507,31.9803,2011-02-01
17310,Alanya,2011,3,15.3,Antalya,36.5507,31.9803,2011-03-01
17310,Alanya,2011,4,17.5,Antalya,36.5507,31.9803,2011-04-01
17310,Alanya,2011,5,21.5,Antalya,36.5507,31.9803,2011-05-01
17310,Alanya,2011,6,26.2,Antalya,36.5507,31.9803,2011-06-01
